id,title,url,calories,fat_cals,total_fat,saturated_fat,cholesterol,sodium,total_carbohydrates,fiber,sugar,protein,serving_size,servings_per_recipe,fat_per100g,salt_per100g,saturates_per100g,sugar_per100g
65159a385d,Awesome Chicken and Dumplings,http://www.food.com/recipe/awesome-chicken-and-dumplings-68660,507.0,243.0,27.1,7.8,0.08170000000000001,1.3043,40.9,2.9,8.6,24.3,295,6,9.186440677966102,0.442135593220339,2.6440677966101696,2.9152542372881354
65159c2015,Orange Pork Butt,http://www.food.com/recipe/orange-pork-butt-487415,345.7,214.0,23.8,8.2,0.0998,0.0927,2.4,0.6,0.0,28.6,165,12,14.424242424242426,0.05618181818181819,4.969696969696969,0.0
6515ab5e04,Cranberry-Walnut Oatmeal Cookies (Vegan & Gluten-Free),http://www.food.com/recipe/cranberry-walnut-oatmeal-cookies-vegan-gluten-free-472331,95.8,60.0,6.7,0.8,0.0,0.07540000000000001,8.0,1.5,1.6,1.8,28,24,23.92857142857143,0.2692857142857143,2.857142857142857,5.714285714285714
6515c5634b,Black Cherry and Vodka Trifle,http://www.food.com/recipe/black-cherry-and-vodka-trifle-141752,264.6,102.0,11.4,7.1,0.0419,0.0259,36.0,1.8,25.4,1.1,163,10,6.993865030674846,0.01588957055214724,4.355828220858895,15.58282208588957
6515cc0e76,Baby Ruth Bars (No Bake),http://www.food.com/recipe/baby-ruth-bars-no-bake-14956,295.3,117.0,13.1,3.6,0.0,0.1495,43.9,2.2,24.1,6.2,1255,1,1.043824701195219,0.011912350597609561,0.2868525896414343,1.9203187250996017
6515d31e63,Fiaker Goulash With Sacher Sausages,http://www.food.com/recipe/fiaker-goulash-with-sacher-sausages-403164,901.1,617.0,68.6,23.4,0.38239999999999996,1.4995,15.1,4.1,7.4,55.0,559,4,12.271914132379248,0.26824686940966014,4.186046511627907,1.3237924865831843
6515d6254f,Dad's Mashed Potatoes Yummmm!,http://www.food.com/recipe/dads-mashed-potatoes-yummmm-327078,597.6,291.0,32.4,20.2,0.07579999999999999,0.1739,69.5,8.3,3.1,10.3,357,6,9.07563025210084,0.048711484593837534,5.658263305322129,0.8683473389355743
651600ed9c,Bukhari Beef Samosa,http://www.food.com/recipe/bukhari-beef-samosa-448677,400.7,241.0,26.8,8.3,0.0516,0.2914,21.9,1.8,0.4,17.0,1650,1,1.6242424242424243,0.01766060606060606,0.503030303030303,0.024242424242424246
6516542d4a,Fat-Free Hidden Valley Ranch Dressing (Mix It Yourself ),http://www.food.com/recipe/fat-free-hidden-valley-ranch-dressing-mix-it-yourself-228939,74.0,59.0,6.6,1.0,0.0074,0.17,2.7,0.0,1.9,0.8,40,12,16.499999999999996,0.42500000000000004,2.5,4.75
6516d37f12,B-57,http://www.food.com/recipe/b-57-297585,29.3,0.0,0.0,0.0,0.0,0.0008,3.1,0.0,3.1,0.0,9,1,0.0,0.008888888888888889,0.0,34.44444444444444
6516fb8f24,Lamu Style Mahi Mahi,http://www.food.com/recipe/lamu-style-mahi-mahi-84807,299.9,110.0,12.3,1.2,0.1655,0.4925,3.6,0.4,0.4,42.4,187,4,6.577540106951872,0.26336898395721925,0.6417112299465241,0.21390374331550802
6517771437,Mint Layer Fudge,http://www.food.com/recipe/mint-layer-fudge-198756,76.5,19.0,2.1,1.3,0.0039,0.023600000000000003,14.6,0.2,12.9,0.4,1340,1,0.15671641791044777,0.0017611940298507464,0.09701492537313433,0.9626865671641791
6517d6bf0d,Quick & Easy Paella,http://www.food.com/recipe/quick-easy-paella-177304,268.9,35.0,3.9,0.7,0.0873,0.42010000000000003,40.8,2.4,2.0,16.9,150,8,2.6,0.2800666666666667,0.4666666666666666,1.3333333333333335
6517dc0626,Turkey Chopped Salad With Spicy Avocado Dressing,http://www.food.com/recipe/turkey-chopped-salad-with-spicy-avocado-dressing-165629,227.7,172.0,19.2,2.7,0.0,0.0089,15.1,7.1,4.5,2.3,198,4,9.696969696969697,0.004494949494949495,1.3636363636363638,2.272727272727273
65180d0945,Spiced Apple Muffins,http://www.food.com/recipe/spiced-apple-muffins-435049,195.8,67.0,7.5,1.4,0.0205,0.22,29.3,0.8,11.7,3.4,891,1,0.8417508417508417,0.02469135802469136,0.15712682379349044,1.3131313131313131
6518251154,French Steak,http://www.food.com/recipe/french-steak-413206,428.2,201.0,22.4,11.3,0.1247,0.3972,7.6,0.7,2.8,40.8,327,6,6.850152905198777,0.12146788990825688,3.4556574923547405,0.8562691131498471
651852230f,Magnolia Bakery Chocolate Cupcakes,http://www.food.com/recipe/magnolia-bakery-chocolate-cupcakes-134870,224.8,111.0,12.4,7.5,0.0517,0.08059999999999999,28.0,1.5,17.9,3.5,1521,1,0.8152531229454307,0.005299145299145299,0.4930966469428008,1.1768573307034844
6518779ffe,Five (Or More!) Ingredient Garlic Quinoa,http://www.food.com/recipe/five-or-more-ingredient-garlic-quinoa-121064,171.8,23.0,2.6,0.3,0.0,0.16069999999999998,30.8,3.7,1.5,6.4,195,4,1.3333333333333335,0.0824102564102564,0.15384615384615385,0.7692307692307693
65187b0792,Awesome Chocolate Chip Cookies,http://www.food.com/recipe/awesome-chocolate-chip-cookies-477956,280.6,117.0,13.0,5.7,0.0223,0.18230000000000002,40.3,1.3,24.9,3.0,1526,1,0.8519003931847969,0.011946264744429884,0.3735255570117956,1.6317169069462647
65187c1a51,Cherry-Berry Streusel Pie,http://www.food.com/recipe/cherry-berry-streusel-pie-471335,567.6,163.0,18.1,9.6,0.0324,0.35919999999999996,98.5,3.8,65.9,4.1,216,8,8.37962962962963,0.16629629629629628,4.444444444444445,30.509259259259263
6518bb5cf5,Dilled Salmon Tartare on Whole Grain Bread,http://www.food.com/recipe/dilled-salmon-tartare-on-whole-grain-bread-316712,181.0,82.0,9.2,1.4,0.037399999999999996,0.5211,8.3,0.5,3.1,16.2,116,6,7.93103448275862,0.44922413793103444,1.206896551724138,2.6724137931034484
6518d970c9,Melon Straws With Cantaloupe Cream,http://www.food.com/recipe/melon-straws-with-cantaloupe-cream-97074,229.6,96.0,10.7,6.5,0.0305,0.0495,34.0,2.3,28.8,3.3,390,6,2.743589743589743,0.012692307692307694,1.6666666666666667,7.384615384615385
65194d4489,Chicken Divan,http://www.food.com/recipe/chicken-divan-188335,693.3,369.0,41.0,21.2,0.18719999999999998,0.9795,25.6,1.2,2.2,51.8,276,4,14.855072463768115,0.35489130434782606,7.6811594202898545,0.7971014492753624
65196fbad8,Saffron Alioli,http://www.food.com/recipe/saffron-alioli-369693,882.8,714.0,79.4,11.5,0.0458,1.7907,45.5,0.6,12.0,2.3,31,1,256.1290322580645,5.776451612903226,37.096774193548384,38.70967741935484
65198d9044,Coco-Loco,http://www.food.com/recipe/coco-loco-63847,455.8,57.0,6.4,5.6,0.0,0.0126,12.2,0.0,11.4,0.6,426,2,1.5023474178403757,0.0029577464788732395,1.3145539906103285,2.6760563380281694
6519b300e8,Italian Braised Beef,http://www.food.com/recipe/italian-braised-beef-485953,746.6,146.0,16.3,2.5,0.0036,0.4772,137.6,22.9,21.8,17.8,743,4,2.1938088829071334,0.06422611036339165,0.3364737550471063,2.934051144010767
6519ff73d5,Bengali-Style Oven-Fried Potatoes,http://www.food.com/recipe/bengali-style-oven-fried-potatoes-423363,88.3,1.0,0.1,0.0,0.0,0.0070999999999999995,20.0,2.5,0.9,2.3,113,8,0.08849557522123895,0.0062831858407079635,0.0,0.7964601769911505
651a1039da,No Cook Fudge,http://www.food.com/recipe/no-cook-fudge-3310,416.2,235.0,26.1,5.4,0.0,0.2768,43.6,1.6,40.0,5.9,80,12,32.62500000000001,0.346,6.75,50.0
651a626ae9,Asian Chopped Vegetable Salad,http://www.food.com/recipe/asian-chopped-vegetable-salad-165719,100.4,48.0,5.4,0.5,0.0,0.008,12.8,2.2,4.4,2.5,122,6,4.426229508196721,0.006557377049180329,0.4098360655737705,3.606557377049181
651a6b7518,Jose Cuervo Christmas Cookies,http://www.food.com/recipe/jose-cuervo-christmas-cookies-271762,3749.3,824.0,91.6,15.9,0.744,4.932300000000001,726.0,45.7,420.1,59.6,1433,1,6.392184228890439,0.34419399860432665,1.1095603628750874,29.316120027913474
651a7ab0b7,Kofta Meatball Curry,http://www.food.com/recipe/kofta-meatball-curry-204496,500.4,357.0,39.7,9.7,0.07809999999999999,0.7915,13.2,3.3,5.6,24.0,364,4,10.906593406593407,0.21744505494505495,2.6648351648351647,1.5384615384615383
651af612ac,Easy Cheesy Pepperoni Pulls,http://www.food.com/recipe/easy-cheesy-pepperoni-pulls-336865,195.1,137.0,15.3,5.7,0.0344,0.5281,5.7,1.1,3.2,9.1,127,6,12.047244094488189,0.41582677165354326,4.488188976377953,2.519685039370079
651b3d2b1c,"""creamy"" Cantaloupe Soup",http://www.food.com/recipe/creamy-cantaloupe-soup-310288,144.7,5.0,0.6,0.2,0.0008,0.062299999999999994,32.7,1.9,30.3,4.5,315,3,0.19047619047619047,0.019777777777777776,0.06349206349206349,9.619047619047619
651b49ce61,Shrimp in a Salad Sauce,http://www.food.com/recipe/shrimp-in-a-salad-sauce-392069,206.2,53.0,6.0,0.9,0.1472,1.007,21.3,4.5,11.1,18.9,273,6,2.197802197802198,0.36886446886446883,0.32967032967032966,4.065934065934066
651b4e740e,Apple Bread,http://www.food.com/recipe/apple-bread-226677,274.9,116.0,13.0,1.4,0.0352,0.3443,37.0,1.2,21.1,3.2,81,24,16.049382716049383,0.42506172839506173,1.728395061728395,26.049382716049386
651ba61de1,Spaghetti and Meatballs (Hot),http://www.food.com/recipe/spaghetti-and-meatballs-hot-34441,371.5,175.0,19.4,7.4,0.13,1.2359,24.5,4.4,13.6,26.9,300,8,6.466666666666667,0.41196666666666665,2.466666666666667,4.533333333333333
651baaca31,Hush Puppies With a Zing!!!!!,http://www.food.com/recipe/hush-puppies-with-a-zing-393571,133.6,22.0,2.5,0.8,0.055299999999999995,0.22290000000000001,22.4,1.8,4.3,6.0,118,4,2.11864406779661,0.18889830508474575,0.6779661016949153,3.6440677966101696
651c2b20d8,Cinnamon Bread Pudding,http://www.food.com/recipe/cinnamon-bread-pudding-333246,438.7,242.0,26.9,8.9,0.15569999999999998,0.1585,43.6,1.8,37.8,8.6,135,6,19.925925925925924,0.11740740740740742,6.592592592592593,27.999999999999996
651c5cdb75,Turkey Meatloaf,http://www.food.com/recipe/turkey-meatloaf-218379,292.2,96.0,10.7,3.0,0.1425,0.2896,27.1,0.7,26.3,21.5,195,4,5.487179487179486,0.14851282051282053,1.5384615384615385,13.487179487179487
651c5fa247,Bhatura,http://www.food.com/recipe/bhatura-107130,345.0,216.0,24.1,4.0,0.0252,0.1366,27.8,0.9,1.7,4.4,82,10,29.39024390243903,0.16658536585365855,4.878048780487805,2.073170731707317
651c60bf96,Cilantro-Lime Vinaigrette,http://www.food.com/recipe/cilantro-lime-vinaigrette-511866,139.6,121.0,13.5,1.9,0.0,0.43710000000000004,5.7,0.1,4.6,0.1,148,1,9.121621621621621,0.29533783783783785,1.2837837837837838,3.108108108108108
651c610411,Apple Bread Pudding,http://www.food.com/recipe/apple-bread-pudding-2943,1577.7,225.0,25.1,6.4,0.09359999999999999,1.6644,301.4,22.9,59.4,44.9,502,4,5.0,0.3315537848605578,1.2749003984063745,11.832669322709163
651c7838bf,Crispy Potato Roast,http://www.food.com/recipe/crispy-potato-roast-437663,264.9,86.0,9.6,3.5,0.0114,0.0155,41.3,5.0,1.8,4.9,249,8,3.8554216867469875,0.006224899598393574,1.4056224899598393,0.7228915662650602
651cdaee99,Crazy Pumpkin Zucchini Muffins,http://www.food.com/recipe/crazy-pumpkin-zucchini-muffins-248882,2301.9,552.0,61.4,33.1,0.401,1.6468,402.9,29.9,165.5,45.1,2002,1,3.0669330669330668,0.08225774225774227,1.6533466533466534,8.266733266733267
651cec4a26,Sweet Soy Dipping Sauce,http://www.food.com/recipe/sweet-soy-dipping-sauce-144178,16.4,0.0,0.0,0.0,0.0,0.3354,3.7,0.1,3.3,0.6,18,6,0.0,1.863333333333333,0.0,18.333333333333332
651d096e42,Izakaya Sakura Sesame-Avocado Brown Rice,http://www.food.com/recipe/izakaya-sakura-sesame-avocado-brown-rice-495768,778.4,348.0,38.7,5.7,0.0,1.0286,93.0,12.4,1.9,20.6,363,4,10.66115702479339,0.2833608815426997,1.5702479338842976,0.5234159779614325
651d281b78,Raspberry and White Chocolate Puddings,http://www.food.com/recipe/raspberry-and-white-chocolate-puddings-487325,565.8,246.0,27.4,16.5,0.0833,0.2196,72.2,3.9,35.4,9.0,196,6,13.979591836734691,0.11204081632653061,8.418367346938775,18.06122448979592
651d2fe17d,Throw-Together BBQ Sauce,http://www.food.com/recipe/throw-together-bbq-sauce-248787,344.7,145.0,16.2,2.0,0.0,2.1056,50.2,3.1,42.1,5.2,1019,1,1.5897939156035328,0.2066339548577036,0.19627085377821393,4.131501472031403
651d3b23d5,Thai Roasted Chili Paste (Nahm Prik Pao),http://www.food.com/recipe/thai-roasted-chili-paste-nahm-prik-pao-469694,983.1,786.0,87.4,11.3,0.0,2.6774,50.8,0.7,30.7,4.8,285,1,30.66666666666667,0.939438596491228,3.9649122807017543,10.771929824561404
651d8335db,Cereal Snax,http://www.food.com/recipe/cereal-snax-214197,304.4,160.0,17.8,8.6,0.020300000000000002,0.1589,36.5,2.4,28.6,4.3,61,12,29.180327868852462,0.26049180327868854,14.098360655737704,46.885245901639344
651d96c7f3,Chili Flank Steak,http://www.food.com/recipe/chili-flank-steak-38813,332.8,150.0,16.8,4.9,0.0465,0.6698,17.1,2.8,4.4,26.6,275,6,6.109090909090909,0.24356363636363634,1.781818181818182,1.6
651d9750e5,Fried Cheese,http://www.food.com/recipe/fried-cheese-113059,91.0,71.0,7.9,2.4,0.0116,0.1343,2.7,0.1,0.3,2.4,972,1,0.8127572016460906,0.013816872427983538,0.24691358024691357,0.030864197530864196
651e7e00c9,Oven-Baked Chicken,http://www.food.com/recipe/oven-baked-chicken-308385,676.6,412.0,45.9,13.8,0.2107,0.9929,10.6,0.6,1.9,52.1,294,5,15.612244897959183,0.3377210884353742,4.6938775510204085,0.6462585034013605
651ea904cf,Tarragon-Pecan Salmon,http://www.food.com/recipe/tarragon-pecan-salmon-209732,378.1,188.0,20.9,2.9,0.0875,0.1981,13.0,2.5,3.4,36.0,252,4,8.293650793650793,0.07861111111111112,1.1507936507936507,1.349206349206349
651eb3a69d,White Gazpacho (Spain),http://www.food.com/recipe/white-gazpacho-spain-369874,220.2,160.0,17.8,11.0,0.039,0.1905,11.3,0.8,4.7,5.7,331,6,5.377643504531722,0.05755287009063444,3.3232628398791544,1.4199395770392749
651f238803,"Pasta W/ Asparagus, Arugula & Ricotta",http://www.food.com/recipe/pasta-w-asparagus-arugula-ricotta-388826,437.6,114.0,12.8,3.8,0.0157,0.0424,72.2,11.2,1.3,12.0,214,4,5.981308411214954,0.01981308411214953,1.775700934579439,0.6074766355140186
651f31ed50,Slow Cooker Chicken,http://www.food.com/recipe/slow-cooker-chicken-343676,289.6,174.0,19.4,5.5,0.0891,0.0845,2.7,0.3,0.9,21.2,161,6,12.049689440993788,0.052484472049689444,3.4161490683229814,0.5590062111801243
651f61a6fc,Spicy Crusted Sea Bass,http://www.food.com/recipe/spicy-crusted-sea-bass-352384,404.7,131.0,14.6,7.0,0.1166,0.4144,19.4,1.2,1.7,45.8,266,4,5.488721804511278,0.15578947368421053,2.631578947368421,0.6390977443609023
651fae110f,Louvia Me Lahana(Warm Black-Eyed Pea and Swiss Chard Salad),http://www.food.com/recipe/louvia-me-lahana-warm-black-eyed-pea-and-swiss-chard-salad-423666,235.5,9.0,1.0,0.2,0.0,0.2519,43.0,8.6,5.8,16.8,188,4,0.5319148936170213,0.13398936170212766,0.10638297872340426,3.0851063829787235
651fb8d588,Russian Fudge,http://www.food.com/recipe/russian-fudge-326591,2265.5,552.0,61.4,38.8,0.1761,1.2062,433.1,0.0,413.1,10.4,611,2,10.049099836333879,0.1974140752864157,6.350245499181669,67.61047463175123
65205737eb,Chocolate Baklava,http://www.food.com/recipe/chocolate-baklava-14738,190.1,144.0,16.0,6.5,0.0201,0.047200000000000006,11.9,1.4,5.5,1.8,1929,1,0.8294453084499741,0.002446863659927424,0.336962156557802,0.2851218247796786
65207fabe7,Cleans Everything Cleaner (Even Grout!),http://www.food.com/recipe/cleans-everything-cleaner-even-grout-82941,0.0,0.0,0.0,0.0,0.0,0.014199999999999999,0.0,0.0,0.0,0.0,998,1,0.0,0.0014228456913827653,0.0,0.0
65208e8136,Going-Through-Chemotherapy Smoothies,http://www.food.com/recipe/going-through-chemotherapy-smoothies-146943,100.6,49.0,5.5,2.8,0.0158,0.0593,6.4,0.1,6.0,7.1,165,8,3.3333333333333335,0.03593939393939394,1.6969696969696968,3.6363636363636362
6520debb58,Down Home Turkey Stew,http://www.food.com/recipe/down-home-turkey-stew-177354,728.1,185.0,20.6,4.2,0.0901,0.9489,106.7,14.4,14.3,31.8,539,4,3.821892393320965,0.1760482374768089,0.7792207792207793,2.653061224489796
652112d875,Pork and Fennel Saute,http://www.food.com/recipe/pork-and-fennel-saute-299631,276.1,110.0,12.3,3.6,0.0775,0.4769,15.7,3.2,4.9,25.7,292,4,4.212328767123288,0.16332191780821917,1.2328767123287672,1.678082191780822
6521374b26,City Girl's E-Z Burgoo,http://www.food.com/recipe/city-girls-e-z-burgoo-221026,355.3,89.0,9.9,2.9,0.0487,0.855,37.0,5.2,3.8,25.4,441,6,2.2448979591836737,0.19387755102040816,0.6575963718820861,0.8616780045351473
6521720a46,Chocolate Drizzled Walnut Triangles,http://www.food.com/recipe/chocolate-drizzled-walnut-triangles-194148,175.2,103.0,11.6,2.7,0.0001,0.0986,17.2,1.0,7.5,2.3,34,20,34.11764705882353,0.29,7.941176470588236,22.058823529411764
65217a178d,Chicken With Vinegar and Onions,http://www.food.com/recipe/chicken-with-vinegar-and-onions-360526,302.3,140.0,15.6,2.8,0.1145,0.12240000000000001,11.7,1.6,4.8,28.2,296,4,5.27027027027027,0.04135135135135136,0.9459459459459458,1.6216216216216217
6521815313,Broiled Chicken With Honey and Cumin,http://www.food.com/recipe/broiled-chicken-with-honey-and-cumin-91745,307.7,29.0,3.3,0.8,0.13169999999999998,0.1519,12.7,0.2,11.6,52.8,151,3,2.1854304635761586,0.10059602649006624,0.5298013245033113,7.682119205298013
6521b8cfb7,BLTeenies,http://www.food.com/recipe/blteenies-271838,72.0,52.0,5.8,2.0,0.011,0.1761,2.6,0.3,0.9,2.7,582,1,0.9965635738831614,0.030257731958762888,0.3436426116838488,0.15463917525773196
6521c26493,Salsa Meatloaf (OAMC),http://www.food.com/recipe/salsa-meatloaf-oamc-59530,1632.2,715.0,79.5,29.4,0.5209,5.3908000000000005,119.5,13.2,37.3,110.5,1122,1,7.0855614973262036,0.48046345811051694,2.620320855614973,3.3244206773618536
6521d26eaa,White Beans with Olive Oil,http://www.food.com/recipe/white-beans-with-olive-oil-80706,329.1,86.0,9.6,1.4,0.0,0.0115,46.8,10.2,0.0,15.5,224,6,4.285714285714286,0.005133928571428571,0.625,0.0
6521d272ae,Revised Cucina Bean Salad,http://www.food.com/recipe/revised-cucina-bean-salad-79550,220.0,11.0,1.3,0.3,0.0,0.251,41.7,15.0,5.2,14.4,211,5,0.6161137440758294,0.11895734597156399,0.14218009478672985,2.4644549763033177
6521d3ec23,Greek Garlic Chicken,http://www.food.com/recipe/greek-garlic-chicken-449136,196.9,88.0,9.8,1.6,0.0726,0.42310000000000003,2.2,0.5,0.4,24.3,138,4,7.101449275362319,0.30659420289855077,1.1594202898550725,0.2898550724637681
6521e788d8,Empress Chicken,http://www.food.com/recipe/empress-chicken-452274,435.7,199.0,22.1,6.2,0.1453,1.1498,3.7,0.2,0.5,49.3,253,4,8.735177865612648,0.4544664031620553,2.450592885375494,0.1976284584980237
6521fbc52e,Chateaubriand for 2,http://www.food.com/recipe/chateaubriand-for-2-16441,875.2,706.0,78.5,30.6,0.1916,0.19069999999999998,0.0,0.0,0.0,40.4,256,2,30.6640625,0.07449218749999999,11.953125,0.0
652200b598,Three-Minute Baby Bok Choy,http://www.food.com/recipe/three-minute-baby-bok-choy-248655,68.0,38.0,4.3,0.6,0.0,0.1378,4.1,1.2,1.4,2.3,147,4,2.925170068027211,0.09374149659863946,0.4081632653061224,0.9523809523809523
652237aba7,Breakfast Egg Casserole,http://www.food.com/recipe/breakfast-egg-casserole-402704,1098.8,833.0,92.6,40.5,0.4461,2.2277,27.2,1.4,2.9,38.6,267,4,34.6816479400749,0.8343445692883896,15.168539325842698,1.0861423220973783
65225dd49a,Picadillo (Ground Meat Stew),http://www.food.com/recipe/picadillo-ground-meat-stew-364046,301.6,139.0,15.5,4.2,0.0952,0.092,7.1,2.3,3.2,32.5,244,6,6.352459016393443,0.03770491803278689,1.7213114754098362,1.3114754098360655
65227e2bf7,Martha's Tamale Dressing,http://www.food.com/recipe/marthas-tamale-dressing-442609,105.6,71.0,8.0,3.9,0.019899999999999998,0.4795,4.5,0.2,1.4,4.6,99,12,8.080808080808081,0.4843434343434343,3.939393939393939,1.4141414141414141
652289b562,Sourdough Rosemary Potato Bread,http://www.food.com/recipe/sourdough-rosemary-potato-bread-140032,1630.1,309.0,34.4,20.2,0.08270000000000001,2.0444,289.1,10.2,24.1,36.1,1940,1,1.7731958762886597,0.10538144329896906,1.0412371134020617,1.2422680412371134
6522c56f27,Sugar Free Coffee Cake,http://www.food.com/recipe/sugar-free-coffee-cake-323078,461.7,215.0,23.9,12.7,0.1123,0.4059,56.4,4.3,22.2,8.0,157,10,15.222929936305732,0.2585350318471338,8.089171974522293,14.140127388535031
652347ee8c,3 Cheese Chicken Spinach Pasta Bake,http://www.food.com/recipe/3-cheese-chicken-spinach-pasta-bake-285629,520.5,201.0,22.4,9.3,0.0788,0.9773999999999999,45.0,7.1,5.9,36.6,307,6,7.296416938110749,0.31837133550488594,3.0293159609120526,1.9218241042345277
652350eb5b,Refreshing Jello Salad,http://www.food.com/recipe/refreshing-jello-salad-281092,151.8,44.0,5.0,3.1,0.0156,0.1415,25.2,0.3,23.5,2.9,70,16,7.142857142857142,0.20214285714285712,4.428571428571429,33.57142857142857
65236ec23a,Restaurant Style Chipotle Salsa,http://www.food.com/recipe/restaurant-style-chipotle-salsa-485127,15.2,1.0,0.1,0.0,0.0,0.2914,3.6,0.7,1.3,0.7,72,12,0.1388888888888889,0.4047222222222222,0.0,1.8055555555555558
6523c1253c,Crock Pot Turkey Tetrazzini,http://www.food.com/recipe/crock-pot-turkey-tetrazzini-20021,254.4,15.0,1.8,0.6,0.002,0.5027,46.8,2.8,2.6,10.8,191,6,0.9424083769633508,0.26319371727748697,0.3141361256544502,1.361256544502618
6523f2d4d7,Easy Clam Sauce,http://www.food.com/recipe/easy-clam-sauce-76541,195.5,92.0,10.3,1.4,0.038,0.4635,10.3,1.4,3.8,15.7,176,3,5.8522727272727275,0.26335227272727274,0.7954545454545454,2.159090909090909
652400f072,Pineapple Whip,http://www.food.com/recipe/pineapple-whip-126754,535.8,249.0,27.7,22.4,0.0241,0.112,68.4,0.5,66.7,7.0,152,4,18.223684210526315,0.0736842105263158,14.736842105263156,43.881578947368425
652410c51f,Bhindi Anardana,http://www.food.com/recipe/bhindi-anardana-258261,486.6,176.0,19.6,4.5,0.221,0.1615,66.9,2.5,28.6,11.5,178,4,11.011235955056181,0.09073033707865169,2.528089887640449,16.06741573033708
65244dbd10,Cherry Applesauce Dessert,http://www.food.com/recipe/cherry-applesauce-dessert-225191,101.2,29.0,3.3,2.8,0.0005,0.141,21.9,0.5,9.7,3.0,118,6,2.7966101694915255,0.1194915254237288,2.3728813559322033,8.220338983050848
6524c79ea0,Blueberry Frozen Yogurt,http://www.food.com/recipe/blueberry-frozen-yogurt-238858,130.2,3.0,0.4,0.2,0.0015,0.013800000000000002,31.8,0.9,30.2,1.3,92,4,0.43478260869565216,0.015000000000000001,0.21739130434782608,32.826086956521735
6524d079ba,Slow Cooked Beef in Pasta Sauce,http://www.food.com/recipe/slow-cooked-beef-in-pasta-sauce-250991,2373.6,2064.0,229.3,93.2,0.30939999999999995,1.058,36.6,6.5,14.2,32.7,542,4,42.30627306273063,0.19520295202952032,17.195571955719558,2.6199261992619927
6524e30cc2,Smothered Mustard Chicken,http://www.food.com/recipe/smothered-mustard-chicken-358554,610.2,394.0,43.8,8.2,0.0955,0.4873,20.0,8.9,5.5,37.3,463,2,9.460043196544275,0.10524838012958963,1.7710583153347732,1.187904967602592
6524f00b9d,Swirled Mint Cookies,http://www.food.com/recipe/swirled-mint-cookies-49151,1134.1,574.0,63.8,39.5,0.22469999999999998,0.627,130.9,2.2,67.1,11.3,755,1,8.450331125827814,0.08304635761589403,5.231788079470199,8.887417218543044
652534f463,Macaroni and Cheese for Grown-Ups,http://www.food.com/recipe/macaroni-and-cheese-for-grown-ups-344658,849.2,288.0,32.0,18.7,0.0792,1.0732000000000002,110.8,4.6,11.9,28.2,347,4,9.221902017291066,0.3092795389048992,5.389048991354466,3.429394812680115
65255f5f36,Pound Cake,http://www.food.com/recipe/pound-cake-221831,387.3,103.0,11.4,3.1,0.0717,0.2081,65.7,0.7,43.0,6.3,129,14,8.837209302325581,0.16131782945736436,2.4031007751937983,33.33333333333333
652593c9f1,BBQ Butter for Grilled Corn on the Cob,http://www.food.com/recipe/bbq-butter-for-grilled-corn-on-the-cob-316264,115.1,104.0,11.7,7.3,0.0305,0.1463,2.9,0.1,1.7,0.3,24,8,48.75,0.6095833333333334,30.416666666666664,7.083333333333333
6525a6f773,Cinnamon Bun Oatmeal,http://www.food.com/recipe/cinnamon-bun-oatmeal-395749,437.0,192.0,21.4,7.2,0.0287,0.4532,52.1,6.8,16.6,12.8,351,1,6.096866096866097,0.12911680911680912,2.051282051282051,4.72934472934473
6526716ac1,Basic Soy Burgers,http://www.food.com/recipe/basic-soy-burgers-354541,299.9,85.0,9.5,1.5,0.0,0.6575,37.4,6.8,5.9,18.8,127,6,7.480314960629922,0.5177165354330708,1.1811023622047243,4.645669291338582
652681e41f,Pepperoni and Cheese Crescent Roll-ups,http://www.food.com/recipe/pepperoni-and-cheese-crescent-roll-ups-41577,85.9,65.0,7.3,3.1,0.0219,0.3054,0.7,0.2,0.2,4.2,13,4,56.15384615384615,2.3492307692307692,23.846153846153847,1.5384615384615385
65268df6af,Tempura Dill Pickles,http://www.food.com/recipe/tempura-dill-pickles-490376,92.1,3.0,0.4,0.1,0.0,1.0983,19.4,1.9,1.6,3.0,174,6,0.22988505747126436,0.6312068965517241,0.05747126436781609,0.9195402298850575
6526960226,Feta Cheese Vinaigrette,http://www.food.com/recipe/feta-cheese-vinaigrette-258114,1069.5,1048.0,116.5,16.9,0.0334,0.4208,4.1,0.5,1.6,5.8,280,1,41.60714285714286,0.15028571428571427,6.035714285714286,0.5714285714285714
6526cd59d9,Sausage & Quinoa Stuffed Peppers,http://www.food.com/recipe/sausage-quinoa-stuffed-peppers-485147,630.2,255.0,28.3,10.3,0.0522,1.0246,65.5,8.7,5.4,29.2,327,6,8.654434250764526,0.3133333333333333,3.149847094801223,1.651376146788991
652743abef,Tuna-Stuffed Jumbo Shells Recipe,http://www.food.com/recipe/tuna-stuffed-jumbo-shells-recipe-520830,199.2,52.0,5.8,2.2,0.0318,0.0653,19.4,1.4,17.1,16.8,166,5,3.4939759036144573,0.039337349397590364,1.3253012048192772,10.30120481927711
652748db09,Starwberry Feta Quinoa Salad,http://www.food.com/recipe/starwberry-feta-quinoa-salad-486533,358.4,164.0,18.3,3.5,0.0111,0.1462,41.2,4.7,11.3,10.3,159,4,11.50943396226415,0.0919496855345912,2.20125786163522,7.1069182389937104
